387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98
