,sectionId,averageTicketPrice,days_difference
0,119358,80.95999908447266,4.693727016448975
1,119468,29.825000762939453,4.693727016448975
2,119463,34.505001068115234,4.693727016448975
3,119434,119.76000213623047,4.693727016448975
4,119415,137.0,4.693727016448975
5,119453,33.25,4.693727016448975
6,119409,264.8500061035156,4.693727016448975
7,119379,40.82749938964844,4.693727016448975
8,119396,59.650001525878906,4.693727016448975
9,119413,135.1999969482422,4.693727016448975
10,279765,40.400001525878906,4.693727016448975
11,119368,116.02999877929688,4.693727016448975
12,119425,51.79999923706055,4.693727016448975
13,279764,37.5,4.693727016448975
14,119375,38.88999938964844,4.693727016448975
15,119462,21.093334197998047,4.693727016448975
16,464166,146.8350067138672,4.693727016448975
17,119472,42.9900016784668,4.693727016448975
18,119347,68.0,4.693727016448975
19,119398,185.0,4.693727016448975
20,119422,76.4000015258789,4.693727016448975
21,119350,42.20000076293945,4.693727016448975
22,119362,75.5374984741211,4.693727016448975
23,119390,26.0,4.693727016448975
24,119478,26.56999969482422,4.693727016448975
25,119359,69.5199966430664,4.693727016448975
26,119349,47.0,4.693727016448975
27,119417,55.288570404052734,4.693727016448975
28,119361,72.80000305175781,4.693727016448975
29,119382,31.940000534057617,4.693727016448975
30,464168,155.0,4.693727016448975
31,119452,34.400001525878906,4.693727016448975
32,464165,133.94000244140625,4.693727016448975
33,119473,35.59000015258789,4.693727016448975
34,119418,92.44999694824219,4.693727016448975
35,119365,80.72000122070312,4.693727016448975
36,119363,80.59500122070312,4.693727016448975
37,119419,106.44428253173828,4.693727016448975
38,119420,61.024444580078125,4.693727016448975
39,119366,77.75,4.693727016448975
40,119439,60.79999923706055,4.693727016448975
41,119404,125.56500244140625,4.693727016448975
42,119408,138.67999267578125,4.693727016448975
43,119388,74.0,4.693727016448975
44,119477,43.709999084472656,4.693727016448975
45,119356,116.0,4.693727016448975
46,119367,68.5999984741211,4.693727016448975
47,119465,25.399999618530273,4.693727016448975
48,119353,70.77666473388672,4.693727016448975
49,119457,29.600000381469727,4.693727016448975
50,119427,68.0,4.693727016448975
51,119474,30.799999237060547,4.693727016448975
52,119466,33.20000076293945,4.693727016448975
53,119373,29.670000076293945,4.693727016448975
54,119346,67.8499984741211,4.693727016448975
55,119406,112.4000015258789,4.693727016448975
56,119442,38.310001373291016,4.693727016448975
57,119381,38.23428726196289,4.693727016448975
58,1328033,152.0,4.693727016448975
59,119378,41.52111053466797,4.693727016448975
60,119394,30.200000762939453,4.693727016448975
61,119469,34.755001068115234,4.693727016448975
62,119476,24.799999237060547,4.693727016448975
63,119421,68.30750274658203,4.693727016448975
64,119430,83.5999984741211,4.693727016448975
65,119411,154.39999389648438,4.693727016448975
66,119464,19.940000534057617,4.693727016448975
67,119458,36.20000076293945,4.693727016448975
68,119364,83.11250305175781,4.693727016448975
