0,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434
1,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716
2,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716,377.3369138
3,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716,377.3369138,376.0688952
4,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716,377.3369138,376.0688952,374.7351576
5,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716,377.3369138,376.0688952,374.7351576,373.7561653
6,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716,377.3369138,376.0688952,374.7351576,373.7561653,373.3380923
7,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716,377.3369138,376.0688952,374.7351576,373.7561653,373.3380923,372.4796969
8,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716,377.3369138,376.0688952,374.7351576,373.7561653,373.3380923,372.4796969,370.6618549
9,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.98,387.9778059,387.864109,387.5779043,387.0508449,386.2444671,385.4579716,384.8351952,384.006638,382.7829314,381.4146175,380.0307031,379.0854864,378.8169315,378.7846044,378.7687434,378.3581716,377.3369138,376.0688952,374.7351576,373.7561653,373.3380923,372.4796969,370.6618549,368.0199651
